task_id,perm_id,variance,avg_jaccard,num_tools
131,4,8.559999999999999,0.23516754850088184,8
132,0,2.6399999999999997,0.42370370370370364,8
132,1,5.24,0.42291005291005285,8
132,2,2.01,0.4533333333333333,8
132,3,5.61,0.3172222222222222,8
132,4,3.81,0.36518518518518517,8
133,0,6.25,0.307962962962963,8
133,1,5.25,0.28478835978835976,8
133,2,0.64,0.4222222222222222,8
133,3,3.45,0.32878306878306873,8
133,4,1.6099999999999999,0.6334920634920637,8
134,0,0.44000000000000006,0.3333333333333333,8
134,1,1.6900000000000002,0.3314814814814815,8
134,2,3.6400000000000006,0.16111111111111112,8
134,3,2.29,0.4092592592592592,8
134,4,0.6100000000000001,0.36296296296296293,8
135,0,2.4,0.3703703703703703,8
135,1,0.64,0.6444444444444445,8
135,2,1.69,0.29444444444444445,8
135,3,1.2900000000000003,0.41481481481481475,8
135,4,0.6100000000000001,0.37777777777777777,8
136,0,1.0,0.4444444444444444,8
136,1,3.04,0.3925925925925926,8
136,2,1.0,0.4444444444444444,8
136,3,2.04,0.36222222222222217,8
136,4,2.21,0.3244444444444445,8
137,0,1.16,0.3296296296296296,8
137,1,4.89,0.536111111111111,8
137,2,4.21,0.4694444444444444,8
137,3,2.76,0.34370370370370373,8
137,4,0.8400000000000001,0.5185185185185185,8
138,0,2.81,0.39962962962962956,8
138,1,1.05,0.36296296296296293,8
138,2,2.29,0.40296296296296297,8
138,3,4.01,0.38730158730158726,8
138,4,1.3599999999999999,0.5144444444444444,8
139,0,3.09,0.3619047619047619,8
139,1,0.56,0.5666666666666667,8
139,2,1.6099999999999999,0.4274074074074074,8
139,3,5.0,0.3074074074074074,8
139,4,3.3600000000000003,0.48809523809523814,8
140,0,3.4,0.4634920634920635,8
140,1,1.05,0.36851851851851847,8
140,2,0.9599999999999997,0.5555555555555556,8
140,3,6.36,0.3333333333333333,8
140,4,1.24,0.3796296296296296,8
141,0,2.49,0.4066666666666666,8
141,1,0.8100000000000002,0.4666666666666667,8
141,2,1.0,0.4444444444444444,8
141,3,5.09,0.3747354497354498,8
141,4,2.6900000000000004,0.36333333333333334,8
142,0,1.85,0.2762962962962963,8
142,1,1.6900000000000002,0.3314814814814815,8
142,2,0.89,0.29259259259259257,8
142,3,1.0399999999999998,0.30370370370370375,8
142,4,0.69,0.4,8
143,0,4.76,0.3563492063492063,8
143,1,0.8399999999999999,0.4444444444444444,8
143,2,1.25,0.3888888888888889,8
143,3,0.8099999999999999,0.3925925925925926,8
143,4,6.6,0.3325925925925926,8
144,0,0.9600000000000002,0.4666666666666667,8
144,1,0.8099999999999999,0.4666666666666667,8
144,2,5.25,0.3416666666666666,8
144,3,0.49000000000000005,0.7407407407407406,8
144,4,0.49000000000000005,0.7407407407407406,8
145,0,3.0,0.33301587301587304,8
145,1,5.8100000000000005,0.23656084656084658,8
145,2,1.2400000000000002,0.4592592592592592,8
145,3,1.6,0.5022222222222222,8
145,4,2.6100000000000003,0.2992592592592593,8
146,0,1.25,0.4,8
146,1,1.21,0.4296296296296296,8
146,2,1.4400000000000002,0.4666666666666667,8
146,3,0.89,0.4111111111111111,8
146,4,0.8399999999999999,0.5333333333333333,8
147,0,4.040000000000001,0.40888888888888886,8
147,1,1.21,0.3611111111111111,8
147,2,5.290000000000001,0.33915343915343915,8
147,3,1.16,0.37777777777777777,8
147,4,0.8,0.37777777777777777,8
148,0,0.8099999999999999,0.5925925925925926,8
148,1,1.04,0.3822222222222222,8
148,2,2.04,0.3340740740740741,8
148,3,1.7600000000000002,0.4059259259259259,8
148,4,2.8099999999999996,0.3577777777777778,8
149,0,2.21,0.3340740740740741,8
149,1,0.6400000000000001,0.6444444444444445,8
149,2,0.9600000000000002,0.26666666666666666,8
149,3,1.6,0.34444444444444444,8
149,4,5.5600000000000005,0.3224338624338624,8
150,0,2.96,0.3507936507936508,8
150,1,0.49000000000000005,0.6666666666666666,8
150,2,0.8399999999999999,0.38333333333333336,8
150,3,0.8099999999999999,0.5925925925925926,8
150,4,3.41,0.3574074074074074,8
151,0,0.96,0.39259259259259255,8
151,1,1.09,0.31851851851851853,8
151,2,0.8400000000000001,0.5185185185185185,8
151,3,1.4099999999999997,0.4222222222222222,8
151,4,2.4,0.31555555555555553,8
152,0,0.8099999999999999,0.4666666666666667,8
152,1,0.49000000000000005,0.6370370370370371,8
152,2,1.2099999999999997,0.49444444444444446,8
152,3,1.0399999999999998,0.3574074074074074,8
152,4,0.36000000000000004,0.8,8
153,0,0.9599999999999997,0.5444444444444444,8
153,1,0.64,0.6444444444444445,8
153,2,1.44,0.3592592592592592,8
153,3,1.09,0.5111111111111111,8
153,4,0.65,0.4777777777777778,8
154,0,1.0900000000000003,0.34814814814814815,8
154,1,0.76,0.37777777777777777,8
154,2,0.09000000000000001,0.8,8
154,3,1.2,0.26666666666666666,8
154,4,4.889999999999999,0.3010582010582011,8
155,0,0.44000000000000006,0.688888888888889,8
155,1,0.76,0.5111111111111111,8
155,2,2.0,0.4296296296296297,8
155,3,1.85,0.38703703703703696,8
155,4,0.8400000000000001,0.3925925925925926,8
