task_id,perm_id,variance,avg_jaccard,num_tools
97,3,3.7600000000000002,0.38253968253968257,8
97,4,4.69,0.338994708994709,8
98,0,2.4400000000000004,0.32666666666666666,8
98,1,0.6100000000000001,0.37777777777777777,8
98,2,8.16,0.3667989417989418,8
98,3,3.6399999999999997,0.361957671957672,8
98,4,1.7600000000000005,0.3555555555555555,8
99,0,0.8,0.3333333333333333,8
99,1,3.09,0.3044973544973545,8
99,2,1.64,0.47111111111111104,8
99,3,0.9600000000000002,0.4666666666666667,8
99,4,2.8900000000000006,0.28,8
100,0,1.3599999999999999,0.3907407407407407,8
100,1,1.6099999999999999,0.25,8
100,2,3.29,0.33730158730158727,8
100,3,0.8,0.26666666666666666,8
100,4,0.29000000000000004,0.5666666666666667,8
101,0,5.160000000000001,0.32407407407407407,8
101,1,1.64,0.32185185185185183,8
101,2,4.889999999999999,0.375,8
101,3,3.8899999999999992,0.3047619047619048,8
101,4,1.0399999999999998,0.21851851851851853,8
102,0,0.45,0.6,8
102,1,4.25,0.40925925925925927,8
102,2,1.9600000000000002,0.3481481481481481,8
102,3,0.8099999999999999,0.5925925925925927,8
102,4,1.65,0.5637037037037037,8
103,0,0.85,0.4666666666666667,8
103,1,1.2,0.34444444444444444,8
103,2,3.3599999999999994,0.4222222222222222,8
103,3,0.8100000000000002,0.34444444444444444,8
103,4,1.6900000000000006,0.5511111111111111,8
104,0,1.5599999999999998,0.3314814814814814,8
104,1,4.69,0.3018518518518518,8
104,2,2.49,0.4662698412698412,8
104,3,0.8099999999999999,0.43333333333333335,8
104,4,1.6,0.37407407407407406,8
105,0,3.6,0.28067019400352733,8
105,1,7.410000000000001,0.28928571428571426,8
105,2,6.609999999999999,0.45010582010582006,8
105,3,2.89,0.4111111111111111,8
105,4,1.2900000000000003,0.4444444444444444,8
106,0,9.0,0.3837301587301587,8
106,1,2.04,0.30037037037037034,8
106,2,0.9600000000000002,0.35,8
106,3,3.41,0.3448677248677249,8
106,4,2.0900000000000003,0.40925925925925927,8
107,0,0.76,0.29629629629629634,8
107,1,7.4399999999999995,0.2565873015873016,8
107,2,6.44,0.5015873015873016,8
107,3,1.8,0.37777777777777777,8
107,4,1.0899999999999999,0.32407407407407407,8
108,0,1.8900000000000001,0.31999999999999995,8
108,1,0.8,0.37777777777777777,8
108,2,7.2,0.4095238095238095,8
108,3,1.2100000000000002,0.4296296296296296,8
108,4,0.9600000000000002,0.35555555555555557,8
109,0,3.4900000000000007,0.30703703703703705,8
109,1,0.89,0.4111111111111111,8
109,2,5.039999999999999,0.3688888888888888,8
109,3,1.1600000000000001,0.39370370370370367,8
109,4,4.29,0.31957671957671957,8
110,0,5.36,0.35153439153439153,8
110,1,9.56,0.31746031746031744,8
110,2,1.65,0.2985185185185185,8
110,3,3.05,0.36,8
110,4,5.4,0.2648148148148148,8
111,0,0.69,0.4,8
111,1,6.6,0.4101587301587301,8
111,2,8.0,0.2722222222222222,8
111,3,7.890000000000001,0.24923280423280428,8
111,4,3.4899999999999998,0.32407407407407407,8
112,0,4.410000000000001,0.4861111111111111,8
112,1,4.639999999999999,0.3055555555555555,8
112,2,1.56,0.3888888888888889,8
112,3,3.69,0.3206349206349206,8
112,4,2.01,0.4533333333333333,8
113,0,2.96,0.33386243386243386,8
113,1,5.49,0.2588624338624338,8
113,2,7.209999999999999,0.2902116402116402,8
113,3,7.45,0.3516666666666666,8
113,4,1.16,0.32407407407407407,8
114,0,2.29,0.3466666666666667,8
114,1,2.29,0.4469841269841269,8
114,2,3.839999999999999,0.3387830687830687,8
114,3,2.6099999999999994,0.3244444444444444,8
114,4,2.04,0.36222222222222217,8
115,0,3.65,0.30788359788359787,8
115,1,2.8400000000000003,0.25333333333333335,8
115,2,0.8099999999999999,0.43333333333333335,8
115,3,3.84,0.4006349206349206,8
115,4,2.04,0.36740740740740735,8
116,0,1.49,0.3518518518518518,8
116,1,4.890000000000001,0.2624338624338624,8
116,2,1.16,0.43777777777777777,8
116,3,1.65,0.36666666666666664,8
116,4,8.290000000000001,0.31380952380952387,8
117,0,4.039999999999998,0.4666666666666667,8
117,1,0.85,0.3592592592592592,8
117,2,0.64,0.437037037037037,8
117,3,1.01,0.49962962962962965,8
117,4,4.8100000000000005,0.2801058201058201,8
118,0,3.6100000000000008,0.2755555555555555,8
118,1,3.8900000000000006,0.3452380952380952,8
118,2,1.2099999999999997,0.3333333333333333,8
118,3,1.44,0.3055555555555556,8
118,4,0.7600000000000001,0.3333333333333333,8
119,0,7.49,0.2623015873015873,8
119,1,0.5599999999999999,0.37777777777777777,8
119,2,0.7600000000000001,0.4222222222222222,8
119,3,1.6099999999999999,0.3592592592592592,8
119,4,1.05,0.4888888888888889,8
120,0,1.2099999999999997,0.3259259259259259,8
120,1,1.4,0.3585185185185185,8
120,2,0.96,0.34814814814814815,8
120,3,1.16,0.5666666666666667,8
120,4,0.6400000000000001,0.6444444444444445,8
121,0,3.4,0.4634920634920634,8
121,1,0.8400000000000001,0.5333333333333333,8
121,2,2.25,0.4,8
121,3,2.8099999999999996,0.3644444444444444,8
121,4,1.24,0.4018518518518519,8
122,0,0.9600000000000002,0.30185185185185187,8
122,1,1.1600000000000001,0.25740740740740736,8
122,2,1.16,0.36481481481481476,8
122,3,2.29,0.2948148148148148,8
122,4,0.7600000000000001,0.4222222222222222,8
123,0,2.84,0.3603174603174603,8
123,1,0.56,0.6555555555555556,8
123,2,5.45,0.28894179894179894,8
123,3,4.04,0.2781746031746032,8
123,4,3.2399999999999998,0.35518518518518516,8
124,0,5.6899999999999995,0.29354497354497355,8
124,1,2.04,0.42888888888888893,8
124,2,4.359999999999999,0.4354232804232805,8
124,3,2.16,0.34296296296296297,8
124,4,2.04,0.2770899470899471,8
125,0,2.0900000000000003,0.3948148148148148,8
125,1,3.7600000000000002,0.32537037037037037,8
125,2,6.09,0.39695767195767195,8
125,3,8.25,0.39513227513227517,8
125,4,0.69,0.4814814814814815,8
126,0,2.2399999999999998,0.2644444444444444,8
126,1,9.209999999999999,0.33518518518518514,8
126,2,1.09,0.5111111111111112,8
126,3,3.2399999999999998,0.30296296296296293,8
126,4,3.05,0.36,8
127,0,0.8900000000000002,0.32222222222222224,8
127,1,0.9600000000000002,0.2518518518518519,8
127,2,0.61,0.6037037037037035,8
127,3,1.3599999999999999,0.4592592592592593,8
127,4,3.839999999999999,0.5629629629629629,8
128,0,10.25,0.3157407407407407,8
128,1,1.7600000000000005,0.39962962962962967,8
128,2,4.2,0.3197883597883598,8
128,3,2.3600000000000003,0.35037037037037033,8
128,4,2.6900000000000004,0.34214285714285714,8
129,0,4.8100000000000005,0.31716931216931216,8
129,1,0.6100000000000001,0.37407407407407406,8
129,2,0.89,0.4429629629629629,8
129,3,1.2399999999999998,0.3518518518518518,8
129,4,5.960000000000001,0.3141269841269842,8
130,0,1.85,0.2866666666666666,8
130,1,2.9600000000000004,0.292962962962963,8
130,2,0.0,1.0,8
130,3,1.81,0.4,8
130,4,0.65,0.4222222222222222,8
131,0,3.81,0.34484126984126984,8
131,1,0.6,0.3666666666666666,8
131,2,2.7600000000000002,0.3374074074074074,8
131,3,2.96,0.3555555555555555,8
